tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4
1.3473599410798798,-0.7658224516601466,-0.9103893018054154,-1.1921128472203275,0.32045149942848766,0.0036855123823068712,0.1952717343711961,-0.7540456145987229,1.5632698928909867,0.11990677945522012,-0.08084752538899218,0.1495043104047492
0.2209558222218544,1.6791363679485478,-1.2412220058144219,-0.24869430196186137,-1.6754189661528116,1.657663736222035,0.2919107896087392,0.9538290184268263,-0.13487987143443905,-0.6727064739055764,0.5513176618229659,-1.4249763014291847
-0.916888430447205,-1.2930026999322084,-1.3316512547769135,-1.329582970221002,1.7191029867572538,-1.3959845389251286,0.08336599621956024,-1.6660631629180127,1.4662699036213875,1.2579119155631775,0.26497397272399187,-1.0396758989419157
1.152211452514816,0.6558085345406294,-1.170751324399368,-0.12344798217958558,0.17270345337352708,-0.08320471939630869,0.7784549531734182,-0.9934450770373464,-0.09288147800569463,1.344446734640156,-0.6030629883951114,-0.9837311251847971
0.9314192866695017,1.5808103274698062,-0.3489580303810063,-1.485701611245827,0.10995324059570652,0.14172277329376148,-1.6689244432015309,1.334283774518965,-1.0352577432330703,-0.5949513361035925,1.3375758750135514,-0.3851648878031054
1.392637662287106,0.6270906324559882,-0.20181948171164607,-1.1578893349880484,-0.43329484241489946,0.9425115887760483,0.26785952385897377,-0.45941022857103,1.2920957012085845,-0.414582588305277,1.5938558040055786,0.4865008457609102
-1.1027459788217802,0.4687564826779258,0.1542875909170802,-0.3556397786583345,0.2847599167000104,0.6340693038739854,-0.3992573833042617,-0.7290908673127643,-0.7188571554060085,-0.23547316201426355,-0.22803788333438849,0.4898632099165267
0.11563241287227084,0.6109159597873695,1.0918709481979307,1.0568884050343168,2.340930638280199,-1.0053438189748893,-1.3834662961030006,-1.6696996543059635,-0.5479322190113762,0.44135252124115265,-0.5771008175458151,-1.2164943267820554
0.22679273917985954,-1.1445314338447723,-0.6442082544072445,-1.6201298145800391,0.3483708901402133,-0.4421158431534054,-0.21441937539154804,0.05264985879810153,1.7604362953802406,-0.0678402089564535,-0.047312012616781564,0.042354920034330244
-0.754220456573497,1.0888273168578886,-1.2720309474849456,-0.6298735215164911,0.8779361263561049,-0.204380005514246,-0.9297802642409618,-0.38856236684690154,0.6325448487330468,0.32552290781884935,-0.844920603329927,1.433017567765173
0.43761289405827514,1.7222849666816122,0.46315844110738535,-1.3786376005267125,0.5097060376564257,-0.7624360720581357,-0.22892829268235673,0.10796991238994605,1.40313389078056,-1.15585902412101,1.3145633850386764,-1.0179120498680971
